ID	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	length	inserts	essentialOrtholog	insertDensity
13833	mRNA_5465	1	scaffold_5	156189	157604	+	13833	Hypothetical Protein	0.625	27	1415	13	0	9.18727915194
13834	mRNA_5466	1	scaffold_5	157808	163476	-	13834	K05841 E2.4.1.173 sterol 3beta-glucosyltransferase	0.6396	57	5668	60	0	10.5857445307
13835	mRNA_5467	1	scaffold_5	165116	166451	+	13835	KOG4391 Predicted alpha/beta hydrolase BEM46	0.6153	25	1335	12	0	8.98876404494
13836	mRNA_5468	1	scaffold_5	166457	167011	-	13836	Hypothetical Protein	0.591	9	554	8	0	14.440433213
13837	mRNA_5469	1	scaffold_5	167116	168617	+	13837	HMMPfam-Bacteriorhodopsin-like protein-PF01036,PRINTS-Bacterial opsin signature-PR00251,ProSitePatterns-Bacterial rhodopsins retinal binding site.-PS00327,ProSitePatterns-Bacterial rhodopsins signature 1.-PS00950,SMART-Bacteriorhodopsin-like protein-SM01021,SUPERFAMILY--SSF81321	0.6132	24	1501	18	0	11.9920053298
13838	mRNA_5470	1	scaffold_5	168838	170246	-	13838	K00599 METTL6 methyltransferase-like protein 6	0.5898	25	1408	17	0	12.0738636364
13839	mRNA_5471	1	scaffold_5	170763	172785	+	13839	KOG4696 Uncharacterized conserved protein	0.6204	24	2022	20	0	9.89119683482
13840	mRNA_5472	1	scaffold_5	173167	176789	+	13840	K00728 POMT dolichyl-phosphate-mannose-protein mannosyltransferase	0.6205	50	3622	21	0	5.79790171176
13841	mRNA_5473	1	scaffold_5	176927	180681	-	13841	KOG2226 Proteins containing regions of low-complexity	0.6328	43	3754	23	0	6.12679808205
13842	mRNA_5474	1	scaffold_5	180960	181593	+	13842	HMMPfam-Mitochondrial ATP synthase epsilon chain-PF04627,SUPERFAMILY--SSF48690	0.6577	7	633	0	0	0.0
13843	mRNA_5475	1	scaffold_5	181752	183361	+	13843	KOG0084 GTPase Rab1/YPT1, small G protein superfamily, and related GTP-binding proteins	0.6056	20	1609	28	0	17.4021131137
13844	mRNA_5476	1	scaffold_5	183800	188314	+	13844	KOG4719 Nuclear pore complex protein	0.6738	18	4514	27	0	5.98139122729
13845	mRNA_5477	1	scaffold_5	188584	192714	+	13845	K20179 VPS11, PEP5 vacuolar protein sorting-associated protein 11	0.6226	64	4130	16	1	3.87409200969
13846	mRNA_5478	1	scaffold_5	192866	194409	+	13846	SUPERFAMILY--SSF81383	0.6127	17	1543	16	0	10.3694102398
13847	mRNA_5479	1	scaffold_5	194806	195878	-	13847	KOG3070 Predicted RNA-binding protein containing PIN domain and invovled in translation or RNA processing	0.6384	13	1072	5	0	4.66417910448
13848	mRNA_5480	1	scaffold_5	198378	198864	-	13848	Hypothetical Protein	0.616	9	486	12	0	24.6913580247
13849	mRNA_5481	1	scaffold_5	199332	200672	-	13849	KOG2710 Rho GTPase-activating protein	0.5973	14	1340	23	0	17.1641791045
13850	mRNA_5482	1	scaffold_5	201045	202061	-	13850	Hypothetical Protein	0.6293	8	1016	28	0	27.5590551181
13851	mRNA_5483	1	scaffold_5	202681	205111	+	13851	KOG1339 Aspartyl protease	0.6327	42	2430	37	0	15.2263374486
13852	mRNA_5484	1	scaffold_5	205499	209113	+	13852	K16612 HOOK1 protein HOOK1	0.5953	42	3614	62	0	17.1555063641
13853	mRNA_5485	1	scaffold_5	209798	210668	+	13853	K02896 RP-L24e, RPL24 large subunit ribosomal protein L24e	0.6177	6	870	1	1	1.14942528736
13854	mRNA_5486	1	scaffold_5	211057	213286	-	13854	K15695 RNF103, KF1 E3 ubiquitin-protein ligase RNF103	0.6462	18	2229	21	0	9.42126514132
13855	mRNA_5487	1	scaffold_5	213824	214622	+	13855	HMMPfam-Protein kinase domain-PF00069,ProSiteProfiles-Protein kinase domain profile.-PS50011,SUPERFAMILY--SSF56112	0.5832	16	798	8	0	10.0250626566
13856	mRNA_5488	1	scaffold_5	214884	216932	-	13856	K01078 E3.1.3.2 acid phosphatase	0.6135	49	2048	15	1	7.32421875
13857	mRNA_5489	1	scaffold_5	217387	219494	+	13857	KOG1263 Multicopper oxidases	0.6143	42	2107	22	1	10.4413858567
13858	mRNA_5490	1	scaffold_5	219614	220900	-	13858	Hypothetical Protein	0.627	21	1286	13	0	10.1088646967
13859	mRNA_5491	1	scaffold_5	221254	222129	-	13859	Hypothetical Protein	0.5993	13	875	5	0	5.71428571429
13860	mRNA_5492	1	scaffold_5	223260	226500	-	13860	K15436 TRPO3, MTR10 transportin-3	0.6301	27	3240	5	1	1.54320987654
13861	mRNA_5493	1	scaffold_5	226930	227786	-	13861	KOG0297 TNF receptor-associated factor	0.5846	11	856	10	0	11.6822429907
13862	mRNA_5494	1	scaffold_5	228031	229041	-	13862	KOG1119 Mitochondrial Fe-S cluster biosynthesis protein ISA2 (contains a HesB-like domain)	0.6113	12	1010	0	1	0.0
13863	mRNA_5495	1	scaffold_5	229312	230460	+	13863	K10733 GINS2, PSF2 GINS complex subunit 2	0.6153	16	1148	0	1	0.0
13864	mRNA_5496	1	scaffold_5	230916	233624	+	13864	HMMPfam-HSF-type DNA-binding-PF00447,SUPERFAMILY--SSF46785	0.6611	21	2708	8	0	2.95420974889
13865	mRNA_5497	1	scaffold_5	236058	237247	+	13865	KOG3872 FOG FHA domain	0.6504	13	1189	9	0	7.56938603869
13866	mRNA_5498	1	scaffold_5	238766	240187	+	13866	Hypothetical Protein	0.654	7	1421	66	0	46.4461646728
13867	mRNA_5499	1	scaffold_5	240567	242106	-	13867	KOG1208 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	0.6123	19	1539	7	0	4.54840805718
13868	mRNA_5500	1	scaffold_5	242489	245110	+	13868	HMMPfam-BTB/POZ domain-PF00651,ProSiteProfiles-BTB domain profile.-PS50097,ProSiteProfiles-MATH/TRAF domain profile.-PS50144,SUPERFAMILY--SSF49599,SUPERFAMILY--SSF54695	0.6224	35	2621	20	0	7.63067531477
13869	mRNA_5501	1	scaffold_5	245382	247759	-	13869	Hypothetical Protein	0.5883	45	2377	11	0	4.62768195204
13870	mRNA_5502	1	scaffold_5	247912	250557	-	13870	Hypothetical Protein	0.5983	47	2645	19	0	7.18336483932
13871	mRNA_5503	1	scaffold_5	251563	253057	+	13871	HMMPfam-Chitin synthase III catalytic subunit-PF12271	0.6187	15	1494	7	0	4.68540829987
13872	mRNA_5504	1	scaffold_5	253512	254101	-	13872	KOG4034 Uncharacterized conserved protein NOF (Neighbor of FAU)	0.6254	9	589	0	0	0.0
13873	mRNA_5505	1	scaffold_5	254457	255755	-	13873	KOG0297 TNF receptor-associated factor	0.5989	20	1298	21	0	16.1787365177
13874	mRNA_5506	1	scaffold_5	257318	259586	+	13874	KOG2504 Monocarboxylate transporter	0.6064	36	2268	25	0	11.0229276896
13875	mRNA_5507	1	scaffold_5	259685	261151	-	13875	KOG0134 NADH-flavin oxidoreductase/12-oxophytodienoate reductase	0.6169	21	1466	9	0	6.13915416098
13876	mRNA_5508	1	scaffold_5	262441	263588	+	13876	KOG0297 TNF receptor-associated factor	0.6376	13	1147	13	0	11.3339145597
13877	mRNA_5509	1	scaffold_5	264045	264907	+	13877	ProSiteProfiles-Zinc finger RING-type profile.-PS50089,SUPERFAMILY--SSF49599,SUPERFAMILY--SSF57850	0.6049	9	862	6	0	6.96055684455
13878	mRNA_5510	1	scaffold_5	265643	266758	+	13878	ProSiteProfiles-Zinc finger RING-type profile.-PS50089,ProSiteProfiles-Zinc finger TRAF-type profile.-PS50145,SUPERFAMILY--SSF49599,SUPERFAMILY--SSF57850	0.6102	13	1115	14	0	12.5560538117
13879	mRNA_5511	1	scaffold_5	267375	268513	+	13879	ProSiteProfiles-Zinc finger RING-type profile.-PS50089,ProSiteProfiles-Zinc finger TRAF-type profile.-PS50145,SUPERFAMILY--SSF49599,SUPERFAMILY--SSF57850	0.6032	15	1138	25	0	21.9683655536
13880	mRNA_5512	1	scaffold_5	268970	271571	+	13880	HMMPfam-PB1 domain-PF00564,HMMPfam-CBS domain-PF00571,ProSiteProfiles-CBS domain profile.-PS51371,SMART-Domain in cystathionine beta-synthase and other proteins.-SM00116,SUPERFAMILY--SSF54277,SUPERFAMILY--SSF54631	0.6422	22	2601	12	0	4.61361014994
13881	mRNA_5513	1	scaffold_5	272103	273154	+	13881	KOG4178 Soluble epoxide hydrolase	0.6122	15	1051	15	0	14.2721217888
13882	mRNA_5514	1	scaffold_5	273277	274802	-	13882	K03031 PSMD8, RPN12 26S proteasome regulatory subunit N12	0.6239	22	1525	0	1	0.0
13883	mRNA_5515	1	scaffold_5	275180	276108	+	13883	K02738 PSMB6 20S proteasome subunit beta 1	0.5877	15	928	0	1	0.0
13884	mRNA_5516	1	scaffold_5	276264	277474	-	13884	Hypothetical Protein	0.6135	10	1210	14	0	11.5702479339
13885	mRNA_5517	1	scaffold_5	280339	282741	+	13885	PRINTS-Proline rich extensin signature-PR01217	0.6213	34	2402	27	0	11.240632806
13886	mRNA_5518	1	scaffold_5	287492	288002	-	13886	SUPERFAMILY--SSF49599	0.6008	9	510	8	0	15.6862745098
13887	mRNA_5519	1	scaffold_5	288669	289832	-	13887	HMMPfam-TRAF-type zinc finger-PF02176,ProSiteProfiles-Zinc finger TRAF-type profile.-PS50145	0.6074	14	1163	27	0	23.2158211522
13888	mRNA_5520	1	scaffold_5	290297	291417	-	13888	KOG0297 TNF receptor-associated factor	0.6334	8	1120	24	0	21.4285714286
13889	mRNA_5521	1	scaffold_5	291900	293030	-	13889	ProSiteProfiles-Zinc finger RING-type profile.-PS50089,ProSiteProfiles-Zinc finger TRAF-type profile.-PS50145,SUPERFAMILY--SSF49599,SUPERFAMILY--SSF57850	0.6092	8	1130	39	0	34.5132743363
13890	mRNA_5522	1	scaffold_5	293520	294673	-	13890	ProSiteProfiles-Zinc finger TRAF-type profile.-PS50145	0.6179	15	1153	31	0	26.8863833478
13891	mRNA_5523	1	scaffold_5	295158	296227	-	13891	ProSiteProfiles-Zinc finger RING-type profile.-PS50089,SUPERFAMILY--SSF57850	0.6168	16	1069	20	0	18.7090739008
13892	mRNA_5524	1	scaffold_5	297072	298317	-	13892	KOG3002 Zn finger protein	0.6429	9	1245	26	0	20.8835341365
13893	mRNA_5525	1	scaffold_5	299170	301469	+	13893	HMMPfam-Xyloglucan fucosyltransferase-PF03254	0.6035	38	2299	41	0	17.8338408003
13894	mRNA_5526	1	scaffold_5	301709	303276	-	13894	K00052 leuB 3-isopropylmalate dehydrogenase	0.6237	20	1567	13	1	8.29610721123
13895	mRNA_5527	1	scaffold_5	303697	305493	+	13895	K11883 NOB1 RNA-binding protein NOB1	0.6311	14	1796	2	1	1.1135857461
13896	mRNA_5528	1	scaffold_5	305773	306425	-	13896	HMMPfam-Protein of unknown function (DUF2416)-PF10315	0.6233	11	652	10	0	15.3374233129
13897	mRNA_5529	1	scaffold_5	306670	307631	-	13897	K18045 SIW14, OCA3 tyrosine-protein phosphatase SIW14	0.6123	7	961	8	0	8.32466181061
13898	mRNA_5530	1	scaffold_5	309658	310320	-	13898	K02949 RP-S11e, RPS11 small subunit ribosomal protein S11e	0.6199	8	662	0	1	0.0
13899	mRNA_5531	1	scaffold_5	310956	312571	-	13899	K03800 lplA, lplJ lipoate---protein ligase	0.5897	37	1615	1	1	0.61919504644
13900	mRNA_5532	1	scaffold_5	312608	313852	+	13900	K01519 ITPA inosine triphosphate pyrophosphatase	0.6137	14	1244	11	0	8.8424437299
13901	mRNA_5533	1	scaffold_5	314025	315738	-	13901	Hypothetical Protein	0.6581	6	1713	5	0	2.91885580852
13902	mRNA_5534	1	scaffold_5	315936	317983	-	13902	K18798 AFG1, LACE1 peroxisome-assembly ATPase	0.6304	29	2047	28	0	13.6785539814
13903	mRNA_5535	1	scaffold_5	318348	322384	+	13903	K15305 VAC14, TAX1BP2 vacuole morphology and inheritance protein 14	0.6284	54	4036	32	0	7.92864222002
13904	mRNA_5536	1	scaffold_5	322636	323526	-	13904	Hypothetical Protein	0.6049	8	890	4	0	4.49438202247
13905	mRNA_5537	1	scaffold_5	323661	327159	-	13905	K14766 NOP14, UTP2 nucleolar protein 14	0.6302	29	3498	2	1	0.571755288736
13906	mRNA_5538	1	scaffold_5	327452	328556	+	13906	Hypothetical Protein	0.609	18	1104	21	0	19.0217391304
13907	mRNA_5539	1	scaffold_5	328856	330220	-	13907	HMMPfam-NmrA-like family-PF05368,SUPERFAMILY--SSF51735	0.5927	27	1364	12	0	8.79765395894
13908	mRNA_5540	1	scaffold_5	330944	333027	+	13908	Interpro GDP-fucose protein O-fucosyltransferase	0.6372	22	2083	21	0	10.0816130581
13909	mRNA_5541	1	scaffold_5	333432	336799	+	13909	K02482 K02482 two-component system, NtrC family, sensor kinase	0.6149	30	3367	37	0	10.989010989
13910	mRNA_5542	1	scaffold_5	336976	338321	-	13910	Hypothetical Protein	0.6367	15	1345	19	0	14.126394052
13911	mRNA_5543	1	scaffold_5	338637	339590	+	13911	K15190 MEPCE, BCDIN3 7SK snRNA methylphosphate capping enzyme	0.6164	7	953	4	0	4.19727177335
13912	mRNA_5544	1	scaffold_5	340231	341133	+	13912	Hypothetical Protein	0.6246	18	902	10	0	11.0864745011
13913	mRNA_5545	1	scaffold_5	342333	343433	+	13913	Hypothetical Protein	0.6285	13	1100	12	0	10.9090909091
13914	mRNA_5546	1	scaffold_5	343568	344161	+	13914	Hypothetical Protein	0.6279	7	593	20	0	33.7268128162
13915	mRNA_5547	1	scaffold_5	344428	346193	+	13915	K08994 yneE putative membrane protein	0.6274	30	1765	10	0	5.6657223796
13916	mRNA_5548	1	scaffold_5	346631	348391	-	13916	KOG4006 Anti-proliferation factor BTG1/TOB	0.7007	6	1760	21	0	11.9318181818
13917	mRNA_5549	1	scaffold_5	349196	351953	+	13917	K00027 ME2, sfcA, maeA malate dehydrogenase (oxaloacetate-decarboxylating)	0.6157	34	2757	23	0	8.34240116068
13918	mRNA_5550	1	scaffold_5	353365	355997	-	13918	K09424 REB1 Myb-like DNA-binding protein REB1	0.6286	29	2632	4	1	1.51975683891
13919	mRNA_5551	1	scaffold_5	356341	358990	-	13919	ProSitePatterns-Tyrosine protein kinases specific active-site signature.-PS00109,SUPERFAMILY--SSF56112	0.6042	42	2649	26	0	9.81502453756
13920	mRNA_5552	1	scaffold_5	359863	362993	+	13920	K03360 GRR1 F-box and leucine-rich repeat protein GRR1	0.6487	25	3130	10	0	3.19488817891
13921	mRNA_5553	1	scaffold_5	363195	364083	-	13921	K20791 NAA10_11, ARD1_2 N-alpha-acetyltransferase 10/11	0.5816	17	888	1	1	1.12612612613
13922	mRNA_5554	1	scaffold_5	364686	369253	-	13922	KOG0979 Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily	0.6228	40	4567	5	1	1.09481059777
13923	mRNA_5555	1	scaffold_5	369453	373843	+	13923	K19984 EXOC5, SEC10 exocyst complex component 5	0.6053	63	4390	8	1	1.82232346241
13924	mRNA_5556	1	scaffold_5	374231	375171	-	13924	KOG4580 Component of vacuolar transporter chaperone (Vtc) involved in vacuole fusion	0.5983	13	940	12	0	12.7659574468
13925	mRNA_5557	1	scaffold_5	375495	376430	-	13925	K09008 NDUFAF3 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	0.594	14	935	18	0	19.2513368984
13926	mRNA_5558	1	scaffold_5	376866	377685	+	13926	KOG3328 HGG motif-containing thioesterase	0.6073	12	819	12	0	14.652014652
13927	mRNA_5559	1	scaffold_5	377772	380881	-	13927	KOG2406 MADS box transcription factor	0.6235	26	3109	0	1	0.0
13928	mRNA_5560	1	scaffold_5	380962	381944	+	13928	BLAST PROTEIN D2013.6 [Ceraceosorus bombacis]	0.6399	13	982	13	0	13.2382892057
13929	mRNA_5561	1	scaffold_5	382634	383572	+	13929	Hypothetical Protein	0.6113	8	938	16	0	17.0575692964
13930	mRNA_5562	1	scaffold_5	383773	385239	-	13930	KOG0257 Kynurenine aminotransferase, glutamine transaminase K	0.6169	29	1466	24	0	16.3710777626
13931	mRNA_5563	1	scaffold_5	385624	387371	+	13931	K10756 RFC3_5 replication factor C subunit 3/5	0.5938	29	1747	0	1	0.0
13932	mRNA_5564	1	scaffold_5	387473	390458	-	13932	HMMPfam-Phytanoyl-CoA dioxygenase (PhyH)-PF05721,SUPERFAMILY--SSF51197	0.6189	33	2985	27	0	9.04522613065
13933	mRNA_5565	1	scaffold_5	391659	392676	+	13933	KOG3033 Predicted PhzC/PhzF-type epimerase	0.6179	15	1017	13	0	12.7826941986
13934	mRNA_5566	1	scaffold_5	393012	395471	+	13934	Hypothetical Protein	0.6386	22	2459	33	0	13.4200894673
13935	mRNA_5567	1	scaffold_5	395599	396422	-	13935	K14394 ACP1 low molecular weight phosphotyrosine protein phosphatase	0.5886	11	823	10	0	12.1506682868
13936	mRNA_5568	1	scaffold_5	396764	397075	+	13936	Hypothetical Protein	0.5865	9	311	4	0	12.8617363344
13937	mRNA_5569	1	scaffold_5	397579	399010	+	13937	BLAST pria protein [Moniliophthora roreri MCA 2997]	0.6208	6	1431	36	0	25.1572327044
13938	mRNA_5570	1	scaffold_5	399570	402274	+	13938	K06067 HDAC1_2 histone deacetylase 1/2	0.6159	44	2704	9	1	3.32840236686
13939	mRNA_5571	1	scaffold_5	402481	405282	+	13939	K14546 UTP5, WDR43 U3 small nucleolar RNA-associated protein 5	0.6378	15	2801	3	1	1.07104605498
13940	mRNA_5572	1	scaffold_5	405680	409565	+	13940	K18730 GIGYF PERQ amino acid-rich with GYF domain-containing protein	0.6781	25	3885	23	0	5.92020592021
13941	mRNA_5573	1	scaffold_5	409933	411114	-	13941	BLAST Protein priA [Hypsizygus marmoreus]	0.6548	8	1181	29	0	24.5554614733
13942	mRNA_5574	1	scaffold_5	413026	414164	+	13942	K02956 RP-S15, MRPS15, rpsO small subunit ribosomal protein S15	0.6348	9	1138	1	1	0.878734622144
13943	mRNA_5575	1	scaffold_5	414313	415303	-	13943	K12873 BUD31, G10 bud site selection protein 31	0.5913	18	990	4	0	4.0404040404
13944	mRNA_5576	1	scaffold_5	415685	417537	+	13944	Interpro GDP-fucose protein O-fucosyltransferase	0.6206	28	1852	12	0	6.47948164147
13945	mRNA_5577	1	scaffold_5	418154	419235	-	13945	Hypothetical Protein	0.6386	12	1081	13	0	12.0259019426
13946	mRNA_5578	1	scaffold_5	419632	421061	+	13946	HMMPfam-HMG (high mobility group) box-PF00505,ProSiteProfiles-HMG boxes A and B DNA-binding domains profile.-PS50118,SMART-high mobility group-SM00398,SUPERFAMILY--SSF47095	0.6804	7	1429	0	0	0.0
13947	mRNA_5579	1	scaffold_5	422272	423518	+	13947	HMMPfam-Zinc-binding dehydrogenase-PF00107,HMMPfam-Alcohol dehydrogenase GroES-like domain-PF08240,SUPERFAMILY--SSF50129,SUPERFAMILY--SSF51735	0.6279	18	1246	17	0	13.6436597111
13948	mRNA_5580	1	scaffold_5	424310	425729	+	13948	K00162 PDHB, pdhB pyruvate dehydrogenase E1 component beta subunit	0.6218	20	1419	0	1	0.0
13949	mRNA_5581	1	scaffold_5	426490	430753	+	13949	KOG1198 Zinc-binding oxidoreductase	0.6402	46	4263	19	0	4.45695519587
13950	mRNA_5582	1	scaffold_5	431120	432974	-	13950	KOG0254 Predicted transporter (major facilitator superfamily)	0.6151	28	1854	7	0	3.77562028047
13951	mRNA_5583	1	scaffold_5	433423	434660	+	13951	BLAST putative ATP-dependent RNA helicase DHR1 [Wallemi...	0.6123	10	1237	0	0	0.0
13952	mRNA_5584	1	scaffold_5	434778	438176	+	13952	K14780 DHX37, DHR1 ATP-dependent RNA helicase DHX37/DHR1	0.6269	37	3398	2	1	0.58858151854
13953	mRNA_5585	1	scaffold_5	438946	439812	+	13953	HMMPfam-PB1 domain-PF00564,SUPERFAMILY--SSF54277	0.6528	6	866	5	0	5.77367205543
13954	mRNA_5586	1	scaffold_5	440845	442225	+	13954	HMMPfam-Response regulator receiver domain-PF00072,HMMPfam-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase-PF02518,ProSiteProfiles-Response regulatory domain profile.-PS50110,SMART-cheY-homologous receiver domain-SM00448,SUPERFAMILY--SSF52172,SUPERFAMILY--SSF55874	0.6314	14	1380	35	0	25.3623188406
13955	mRNA_5587	1	scaffold_5	442460	444934	+	13955	KOG0255 Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	0.6085	41	2474	32	0	12.9345189976
13956	mRNA_5588	1	scaffold_5	445345	451026	+	13956	K04646 CLTC clathrin heavy chain	0.6206	78	5681	2	1	0.3520506953
13957	mRNA_5589	1	scaffold_5	452647	453380	+	13957	HMMPfam-Region in Clathrin and VPS-PF00637,ProSiteProfiles-Clathrin heavy-chain (CHCR) repeat profile.-PS50236,SMART-Clathrin heavy chain repeat homology-SM00299,SUPERFAMILY--SSF48371	0.6158	8	733	3	0	4.09276944065
13958	mRNA_5590	1	scaffold_5	453497	457057	-	13958	K11137 TELO2, TEL2 telomere length regulation protein	0.6352	31	3560	0	0	0.0
13959	mRNA_5591	1	scaffold_5	458129	461343	+	13959	K11182 AOC1, ABP1 diamine oxidase	0.6093	61	3214	21	0	6.5339141257
13960	mRNA_5592	1	scaffold_5	461599	463064	+	13960	HMMPfam-Alcohol acetyltransferase-PF07247,SUPERFAMILY--SSF52777	0.6317	18	1465	11	0	7.50853242321
13961	mRNA_5593	1	scaffold_5	463128	464888	-	13961	K00905 BCKDK [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase	0.5997	32	1760	19	0	10.7954545455
13962	mRNA_5594	1	scaffold_5	465150	466141	-	13962	K07943 ARL2 ADP-ribosylation factor-like protein 2	0.6069	18	991	8	1	8.07265388496
13963	mRNA_5595	1	scaffold_5	466415	467468	-	13963	K11294 NCL, NSR1 nucleolin	0.6708	9	1053	1	0	0.949667616334
13964	mRNA_5596	1	scaffold_5	469041	471762	-	13964	KOG2806 Chitinase	0.6278	36	2721	12	0	4.41014332966
13965	mRNA_5597	1	scaffold_5	472641	473822	+	13965	Hypothetical Protein	0.6447	6	1181	7	0	5.92718035563
13966	mRNA_5598	1	scaffold_5	474328	475458	-	13966	KOG0118 FOG RRM domain	0.6622	7	1130	1	0	0.884955752212
13967	mRNA_5599	1	scaffold_5	475591	478385	+	13967	HMMPfam-Arrestin (or S-antigen), N-terminal domain-PF00339,SUPERFAMILY--SSF81296	0.6172	36	2794	119	0	42.5912670007
13968	mRNA_5600	1	scaffold_5	479032	480783	-	13968	BLAST polysaccharide lyase family 14 protein [Sistotremastr...	0.6005	22	1751	19	0	10.8509423187
13969	mRNA_5601	1	scaffold_5	481051	483053	-	13969	K15014 SLC29A1_2_3, ENT1_2_3 solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3	0.6141	19	2002	9	0	4.4955044955
13970	mRNA_5602	1	scaffold_5	483682	484493	-	13970	HMMPfam-AAA-ATPase Vps4-associated protein 1-PF08432	0.6121	4	811	3	0	3.69913686806
13971	mRNA_5603	1	scaffold_5	484833	486890	+	13971	K09523 DNAJC3 DnaJ homolog subfamily C member 3	0.6322	20	2057	28	0	13.6120563928
13972	mRNA_5604	1	scaffold_5	487257	489515	+	13972	Hypothetical Protein	0.6463	20	2258	10	0	4.4286979628
13973	mRNA_5605	1	scaffold_5	489927	490531	+	13973	Hypothetical Protein	0.6413	11	604	1	0	1.65562913907
13974	mRNA_5606	1	scaffold_5	490691	492139	-	13974	HMMPfam-Glycosyl hydrolase family 61-PF03443	0.6404	22	1448	8	0	5.52486187845
13975	mRNA_5607	1	scaffold_5	492643	493643	+	13975	HMMPfam-rRNA processing-PF08524	0.6434	9	1000	12	0	12.0
13976	mRNA_5608	1	scaffold_5	494885	501857	-	13976	K03018 RPC1, POLR3A DNA-directed RNA polymerase III subunit RPC1	0.6118	88	6972	6	1	0.860585197935
13977	mRNA_5609	1	scaffold_5	502227	504581	+	13977	HMMPfam-Leucine Rich Repeat-PF00560,ProSiteProfiles-Leucine-rich repeat profile.-PS51450,SMART-Leucine-rich repeats, typical (most populated) subfamily-SM00369,SUPERFAMILY--SSF52058	0.617	31	2354	20	0	8.49617672048
13978	mRNA_5610	1	scaffold_5	504670	507396	-	13978	KOG1611 Predicted short chain-type dehydrogenase	0.612	29	2726	44	0	16.1408657373
13979	mRNA_5611	1	scaffold_5	507663	510497	+	13979	HMMPfam-Protein of unknown function (DUF2433)-PF10360	0.6522	30	2834	17	0	5.9985885674
13980	mRNA_5612	1	scaffold_5	510647	512391	-	13980	K14213 PEPD Xaa-Pro dipeptidase	0.6223	19	1744	19	0	10.8944954128
13981	mRNA_5613	1	scaffold_5	512639	514652	-	13981	K03035 PSMD12, RPN5 26S proteasome regulatory subunit N5	0.6023	27	2013	0	1	0.0
13982	mRNA_5614	1	scaffold_5	515411	519507	+	13982	BLAST Zinc finger protein DZIP1L [Rhizoctonia solani]	0.6319	53	4096	25	0	6.103515625
